,country,lat,lon,date,year,month,day,institute,platform,cruise_number,instrument,model,manufacturer,max_depth,imeta_applied,id
11,UNITED STATES,-60.665000915527344,-63.11299896240234,20120101,2012,1,1,0,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337),US034283,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,906.7369384765624,0,15249275
12,FRANCE,-58.161399841308594,145.6575927734375,20120101,2012,1,1,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.7083740234375,0,15249274
13,UNITED STATES,-60.84099960327149,-63.05199813842773,20120101,2012,1,1,0,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337),US034283,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,32.45941162109375,0,15249276
14,UNITED STATES,-61.0,-62.99399948120117,20120101,2012,1,1,0,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337),US034283,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,900.105224609375,0,15249279
15,FRANCE,-57.79159927368164,145.6920928955078,20120101,2012,1,1,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.6942138671875,0,15249277
16,FRANCE,-57.77349853515625,145.69500732421875,20120101,2012,1,1,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.7080078125,0,15249278
17,UNITED STATES,-61.16699981689453,-62.93299865722656,20120101,2012,1,1,0,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337),US034283,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,158.36204528808594,0,15249280
18,UNITED STATES,-61.17200088500977,-62.93099975585938,20120101,2012,1,1,0,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337),US034283,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,889.9046630859375,0,15249281
19,UNKNOWN,-13.791999816894531,-176.2220001220703,20120101,2012,1,1,0,JPO SCORPIUS (Container Ship; call sign A8KC6; built 2007; IMO9307279),99010461,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,886.5919799804688,0,15249282
20,UNITED STATES,-61.33399963378906,-62.87099838256836,20120101,2012,1,1,0,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337),US034283,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,913.8670043945312,0,15249284
21,FRANCE,-57.38830184936523,145.76510620117188,20120101,2012,1,1,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,544.7152709960939,0,15656721
22,FRANCE,-57.37379837036133,145.76809692382812,20120101,2012,1,1,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.7000732421875,0,15249283
23,UNITED STATES,-61.5,-62.8120002746582,20120101,2012,1,1,0,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337),US034283,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,898.9152221679688,0,15249285
24,UNITED STATES,-61.66699981689453,-62.75,20120101,2012,1,1,0,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337),US034283,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,886.3407592773438,0,15249287
25,FRANCE,-56.99399948120117,145.8406982421875,20120101,2012,1,1,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.7177734375,0,15249286
26,UNITED STATES,-61.83399963378906,-62.68999862670898,20120101,2012,1,1,0,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337),US034283,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,892.381591796875,0,15249288
27,UNKNOWN,-12.918999671936035,-175.31100463867188,20120101,2012,1,1,0,JPO SCORPIUS (Container Ship; call sign A8KC6; built 2007; IMO9307279),99010461,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,907.3367919921876,0,15249289
28,UNITED STATES,-62.09999847412109,-62.59299850463867,20120101,2012,1,1,0,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337),US034283,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,886.9370727539062,0,15249291
29,FRANCE,-56.58160018920898,145.893798828125,20120101,2012,1,1,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.6907958984375,0,15249290
30,UNITED STATES,-62.20000076293945,-62.55500030517578,20120101,2012,1,1,0,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337),US034283,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,904.9638671875,0,15249292
31,UNITED STATES,-62.30099868774414,-62.51699829101562,20120101,2012,1,1,0,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337),US034283,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,888.12548828125,0,15249293
32,UNITED STATES,-62.4000015258789,-62.47999954223633,20120101,2012,1,1,0,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337),US034283,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,895.9521484375,0,15249295
33,FRANCE,-56.22520065307617,145.94309997558594,20120101,2012,1,1,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.7294921875,0,15249294
34,UNITED STATES,-62.5,-62.415000915527344,20120101,2012,1,1,0,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337),US034283,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,474.6106567382813,0,15249296
35,UNITED STATES,-62.50799942016602,-62.40800094604492,20120101,2012,1,1,0,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337),US034283,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,453.8852233886719,0,15249297
36,UNITED STATES,-62.60800170898438,-62.30099868774414,20120101,2012,1,1,0,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337),US034283,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,688.0980834960938,0,15249298
37,UNKNOWN,-12.02400016784668,-174.38299560546875,20120101,2012,1,1,0,JPO SCORPIUS (Container Ship; call sign A8KC6; built 2007; IMO9307279),99010461,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,892.56640625,0,15249299
38,UNITED STATES,-62.70000076293945,-62.20600128173828,20120101,2012,1,1,0,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337),US034283,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,668.3880004882812,0,15249301
39,FRANCE,-55.80870056152344,146.0070037841797,20120101,2012,1,1,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.7027587890625,0,15249300
40,FRANCE,-55.41730117797852,146.05709838867188,20120101,2012,1,1,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.6622314453125,0,15249302
41,FRANCE,-55.02560043334961,146.1204071044922,20120101,2012,1,1,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.5867919921875,0,15249303
42,UNKNOWN,-11.13599967956543,-173.46099853515625,20120101,2012,1,1,0,JPO SCORPIUS (Container Ship; call sign A8KC6; built 2007; IMO9307279),99010461,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,903.2311401367188,0,15249304
43,FRANCE,-54.60810089111328,146.20230102539062,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,681.58935546875,0,15656722
44,FRANCE,-54.581298828125,146.20779418945312,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.5389404296875,0,15249305
45,UNKNOWN,-10.359000205993652,-172.65499877929688,20120102,2012,1,2,0,JPO SCORPIUS (Container Ship; call sign A8KC6; built 2007; IMO9307279),99010461,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,906.1700439453124,0,15249306
46,FRANCE,-54.17599868774414,146.24949645996094,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.49072265625,0,15249307
47,FRANCE,-54.01530075073242,146.25039672851562,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.517333984375,0,15249308
48,FRANCE,-53.83449935913086,146.25970458984375,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.4560546875,0,15249309
49,FRANCE,-53.62300109863281,146.27720642089844,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.450439453125,0,15249310
50,UNKNOWN,-9.50100040435791,-171.77200317382812,20120102,2012,1,2,0,JPO SCORPIUS (Container Ship; call sign A8KC6; built 2007; IMO9307279),99010461,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,901.368408203125,0,15249311
51,FRANCE,-53.41899871826172,146.31590270996094,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.298828125,0,15249312
52,FRANCE,-53.23529815673828,146.3343963623047,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.1983642578125,0,15249313
53,FRANCE,-53.03620147705078,146.35679626464844,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.2015380859375,0,15249314
54,FRANCE,-52.83169937133789,146.37510681152344,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.1514892578125,0,15249315
55,FRANCE,-52.79150009155274,146.3773956298828,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.1728515625,0,15249316
56,FRANCE,-52.65039825439453,146.3896026611328,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.205810546875,0,15249317
57,FRANCE,-52.46969985961914,146.4207000732422,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.1842041015625,0,15249318
58,FRANCE,-52.28760147094727,146.4490966796875,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.1915283203125,0,15249319
59,FRANCE,-52.26910018920898,146.4510955810547,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.198974609375,0,15249320
60,FRANCE,-52.10120010375977,146.47869873046875,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.0247802734375,0,15249321
61,FRANCE,-51.90879821777344,146.4998016357422,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.997802734375,0,15249322
62,FRANCE,-51.88629913330078,146.50180053710938,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.9908447265625,0,15249323
63,FRANCE,-51.71820068359375,146.52110290527344,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.96630859375,0,15249324
64,FRANCE,-51.54059982299805,146.54449462890625,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.9190673828125,0,15249325
65,FRANCE,-51.35150146484375,146.56520080566406,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.8656005859375,0,15249326
66,UNKNOWN,-7.158999919891357,-169.43600463867188,20120102,2012,1,2,0,JPO SCORPIUS (Container Ship; call sign A8KC6; built 2007; IMO9307279),99010461,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,193.1412048339844,0,15249327
67,FRANCE,-51.144798278808594,146.59019470214844,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.8692626953125,0,15249328
68,FRANCE,-50.95019912719727,146.6204071044922,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.7183837890625,0,15249329
69,FRANCE,-50.75289916992188,146.64320373535156,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.6881103515625,0,15249330
70,UNKNOWN,-6.352000236511231,-168.64100646972656,20120102,2012,1,2,0,JPO SCORPIUS (Container Ship; call sign A8KC6; built 2007; IMO9307279),99010461,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,901.3855590820312,0,15249331
71,FRANCE,-50.50809860229492,146.66160583496094,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.74365234375,0,15249332
72,FRANCE,-50.36460113525391,146.66549682617188,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.705810546875,0,15249333
73,FRANCE,-50.16899871826172,146.67160034179688,20120102,2012,1,2,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.7418212890625,0,15249334
74,SOUTH AFRICA,-70.48799896240234,-8.152999877929688,20120103,2012,1,3,0,S.A. AGULHAS (R/V;call sign ZSAF;built 1977;flag South Africa;IMO7628136),ZA007390,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,775.8347778320312,0,15249336
75,FRANCE,-49.95309829711914,146.6887969970703,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.7628173828125,0,15249335
76,UNKNOWN,-5.504000186920166,-167.80999755859375,20120103,2012,1,3,0,JPO SCORPIUS (Container Ship; call sign A8KC6; built 2007; IMO9307279),99010461,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,906.1773681640624,0,15249337
77,FRANCE,-49.76020050048828,146.69650268554688,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.751708984375,0,15249338
78,FRANCE,-49.503700256347656,146.74090576171875,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.7554931640625,0,15249339
79,FRANCE,-49.35480117797852,146.77139282226562,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.75,0,15249340
80,FRANCE,-49.1525993347168,146.8050994873047,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.7305908203125,0,15249341
81,UNKNOWN,-4.6589999198913565,-166.98599243164062,20120103,2012,1,3,0,JPO SCORPIUS (Container Ship; call sign A8KC6; built 2007; IMO9307279),99010461,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,883.6655883789062,0,15249342
82,FRANCE,-48.9384994506836,146.8415985107422,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.63134765625,0,15249343
83,FRANCE,-48.51179885864258,146.88510131835938,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.603271484375,0,15249344
84,UNKNOWN,-3.8010001182556152,-166.14999389648438,20120103,2012,1,3,0,JPO SCORPIUS (Container Ship; call sign A8KC6; built 2007; IMO9307279),99010461,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,890.823974609375,0,15249345
85,FRANCE,-48.10969924926758,146.9333038330078,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.5556640625,0,15249346
86,FRANCE,-47.76530075073242,146.97430419921875,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.5445556640625,0,15249347
87,UNKNOWN,-2.984999895095825,-165.35699462890625,20120103,2012,1,3,0,JPO SCORPIUS (Container Ship; call sign A8KC6; built 2007; IMO9307279),99010461,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,880.73583984375,0,15249348
88,FRANCE,-47.33300018310547,147.02920532226562,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1081.50634765625,0,15656723
89,FRANCE,-47.31230163574219,147.0305938720703,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.54833984375,0,15249349
90,FRANCE,-46.94449996948242,147.06649780273438,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.576416015625,0,15249350
91,FRANCE,-46.92229843139648,147.06919860839844,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.692626953125,0,15249351
92,FRANCE,-46.87960052490234,147.0791015625,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.63916015625,0,15249352
93,UNKNOWN,-2.127000093460083,-164.5279998779297,20120103,2012,1,3,0,JPO SCORPIUS (Container Ship; call sign A8KC6; built 2007; IMO9307279),99010461,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,881.9163818359375,0,15249353
94,FRANCE,-46.52519989013672,147.11610412597656,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.555419921875,0,15249354
95,FRANCE,-46.5000991821289,147.1186065673828,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.6455078125,0,15249355
96,FRANCE,-46.08470153808594,147.16290283203125,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.63232421875,0,15249356
97,FRANCE,-45.69710159301758,147.20089721679688,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1081.4278564453125,0,15656724
98,FRANCE,-45.67070007324219,147.20359802246094,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.4351806640625,0,15249357
99,FRANCE,-45.63650131225586,147.206298828125,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.453369140625,0,15656725
100,SOUTH AFRICA,-69.56600189208984,-0.4740000069141388,20120103,2012,1,3,0,S.A. AGULHAS (R/V;call sign ZSAF;built 1977;flag South Africa;IMO7628136),ZA007390,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,883.988037109375,0,15249358
101,FRANCE,-45.24300003051758,147.22520446777344,20120103,2012,1,3,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.478759765625,0,15249359
102,UNKNOWN,-0.4629999995231629,-162.9199981689453,20120104,2012,1,4,0,JPO SCORPIUS (Container Ship; call sign A8KC6; built 2007; IMO9307279),99010461,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,864.0848999023438,0,15249360
103,FRANCE,-44.82889938354492,147.2563934326172,20120104,2012,1,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015629,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1083.446044921875,0,15249361
