,country,lat,lon,date,year,month,day,institute,platform,cruise_number,instrument,model,manufacturer,max_depth,imeta_applied,id
2701,UNITED STATES,34.22999954223633,-71.26200103759766,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,867.2958984375,0,15251478
2702,UNKNOWN,-0.9079999923706056,-20.007999420166016,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,870.2462158203125,0,15251476
2703,FRANCE,-56.21979904174805,143.7342071533203,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.51220703125,0,15251482
2704,UNITED STATES,33.889999389648445,-71.14199829101562,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,881.000732421875,0,15251481
2705,UNKNOWN,-0.7639999985694885,-20.16900062561035,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,846.4059448242188,0,15251480
2706,UNKNOWN,38.03329849243164,-73.11669921875,20120304,2012,3,4,0,0,0,XBT: T7 (SIPPICAN),T7,SIPPICAN,773.4307250976562,0,15251485
2707,GREAT BRITAIN,30.38400077819824,-56.76100158691406,20120304,2012,3,4,0,MADRID EXPRESS (Call sign ZCDJ5; built 07/1986; ex-TMM Hermosillo; IMO 8406262),GB012897,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,914.8369140625,0,15251487
2708,UNITED STATES,33.522998809814446,-71.01399993896484,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,870.8736572265625,0,15251486
2709,UNKNOWN,-0.6200000047683716,-20.327999114990234,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,868.4585571289062,0,15251483
2710,UNKNOWN,-0.4670000076293945,-20.489999771118164,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,857.7415771484375,0,15251484
2711,FRANCE,-55.81750106811523,143.87939453125,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.5938720703125,0,15251490
2712,UNITED STATES,33.15999984741211,-70.88700103759766,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,875.0459594726562,0,15251489
2713,UNKNOWN,-0.3129999935626984,-20.65399932861328,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,847.60107421875,0,15251488
2714,GREAT BRITAIN,30.4950008392334,-56.26900100708008,20120304,2012,3,4,0,MADRID EXPRESS (Call sign ZCDJ5; built 07/1986; ex-TMM Hermosillo; IMO 8406262),GB012897,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,885.152099609375,0,15251491
2715,UNKNOWN,-0.1669999957084655,-20.82099914550781,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,857.7418823242188,0,15663030
2716,UNITED STATES,28.131547927856445,-86.72706604003906,20120304,2012,3,4,US DOC NOAA OFFICE OF OCEAN.AND ATM.RESEARCH;OFFICE OF OCEAN EXPLOR.AND RESEARCH,OKEANOS EXPLORER (R/V;c.s.WTDH;b.1988;comm-d 08.2008;ex.USNS Capable;IMO8835114),US036103,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,748.7752685546875,0,16462989
2717,FRANCE,-55.44900131225586,144.00320434570312,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.572265625,0,15251495
2718,GREAT BRITAIN,30.608999252319336,-55.76699829101562,20120304,2012,3,4,0,MADRID EXPRESS (Call sign ZCDJ5; built 07/1986; ex-TMM Hermosillo; IMO 8406262),GB012897,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,918.980224609375,0,15251494
2719,UNITED STATES,32.79199981689453,-70.75900268554688,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,864.3089599609375,0,15251493
2720,UNKNOWN,-0.0189999993890523,-20.988000869750977,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,848.7867431640625,0,15251492
2721,UNKNOWN,34.03329849243164,33.63330078125,20120304,2012,3,4,0,0,0,XBT: T7 (SIPPICAN),T7,SIPPICAN,773.5330810546875,0,15251497
2722,UNITED STATES,32.43099975585937,-70.63400268554688,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,538.7557373046875,0,15251498
2723,UNITED STATES,32.416000366210945,-70.62899780273438,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,899.42919921875,0,15251499
2724,UNKNOWN,0.1299999952316284,-21.1560001373291,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,849.3838500976562,0,15251496
2725,UNKNOWN,38.68330001831055,-71.80000305175781,20120304,2012,3,4,0,0,0,XBT: T7 (SIPPICAN),T7,SIPPICAN,773.4603881835938,0,15251502
2726,FRANCE,-55.0265007019043,144.12890625,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.5242919921875,0,15251505
2727,GREAT BRITAIN,30.72100067138672,-55.26900100708008,20120304,2012,3,4,0,MADRID EXPRESS (Call sign ZCDJ5; built 07/1986; ex-TMM Hermosillo; IMO 8406262),GB012897,XBT: FAST DEEP (SIPPICAN),FAST DEEP,SIPPICAN,1263.2413330078125,0,15251504
2728,UNITED STATES,32.08100128173828,-70.51300048828125,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,830.2282104492188,0,15251503
2729,UNKNOWN,0.2770000100135803,-21.32200050354004,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,866.0756225585938,0,15251500
2730,UNKNOWN,0.4250000119209289,-21.48900032043457,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,873.2127075195312,0,15251501
2731,AUSTRALIA,-35.31230163574219,117.9739990234375,20120304,2012,3,4,0,HMAS NEWCASTLE (FFG-06;c.s.VLNC;built 02.1992;comm-d 12.1993),AU004603,XBT: T10 (SIPPICAN),T10,SIPPICAN,312.5331420898437,0,15813707
2732,AUSTRALIA,-35.33309936523437,117.94650268554688,20120304,2012,3,4,0,HMAS NEWCASTLE (FFG-06;c.s.VLNC;built 02.1992;comm-d 12.1993),AU004603,XBT: T4 (SIPPICAN),T4,SIPPICAN,328.6098327636719,0,15813708
2733,AUSTRALIA,-35.34400177001953,117.92449951171876,20120304,2012,3,4,0,HMAS NEWCASTLE (FFG-06;c.s.VLNC;built 02.1992;comm-d 12.1993),AU004603,XBT: T4 (SIPPICAN),T4,SIPPICAN,141.400634765625,0,15813709
2734,AUSTRALIA,-35.349300384521484,117.91280364990234,20120304,2012,3,4,0,HMAS NEWCASTLE (FFG-06;c.s.VLNC;built 02.1992;comm-d 12.1993),AU004603,XBT: T4 (SIPPICAN),T4,SIPPICAN,291.39697265625,0,15813710
2735,FRANCE,-54.99409866333008,144.13729858398438,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.5294189453125,0,15251507
2736,UNKNOWN,0.5709999799728394,-21.65800094604492,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,864.2922973632812,0,15251506
2737,FRANCE,-54.61890029907226,144.2534942626953,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.4937744140625,0,15251511
2738,GREAT BRITAIN,30.83799934387207,-54.73600006103516,20120304,2012,3,4,0,MADRID EXPRESS (Call sign ZCDJ5; built 07/1986; ex-TMM Hermosillo; IMO 8406262),GB012897,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,897.640380859375,0,15251510
2739,UNITED STATES,31.731000900268555,-70.39299774169922,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,875.6251220703125,0,15251509
2740,UNKNOWN,0.7110000252723694,-21.82900047302246,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,875.6001586914062,0,15251508
2741,UNITED STATES,28.32888984680176,-87.17635345458984,20120304,2012,3,4,US DOC NOAA OFFICE OF OCEAN.AND ATM.RESEARCH;OFFICE OF OCEAN EXPLOR.AND RESEARCH,OKEANOS EXPLORER (R/V;c.s.WTDH;b.1988;comm-d 08.2008;ex.USNS Capable;IMO8835114),US036103,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,748.780029296875,0,16462990
2742,UNITED STATES,31.36400032043457,-70.26699829101561,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,867.2921142578125,0,15251513
2743,UNKNOWN,0.8519999980926514,-22.00200080871582,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,747.7869262695312,0,15251512
2744,UNKNOWN,34.450000762939446,34.316699981689446,20120304,2012,3,4,0,0,0,XBT: T5 (SIPPICAN),T5,SIPPICAN,1315.3414306640625,0,15251515
2745,FRANCE,-54.19760131835938,144.39190673828125,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.5244140625,0,15251518
2746,GREAT BRITAIN,30.95000076293945,-54.24399948120117,20120304,2012,3,4,0,MADRID EXPRESS (Call sign ZCDJ5; built 07/1986; ex-TMM Hermosillo; IMO 8406262),GB012897,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,879.8067626953125,0,15251517
2747,UNITED STATES,30.99300003051757,-70.14099884033203,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,882.1797485351562,0,15251516
2748,UNKNOWN,1.0019999742507937,-22.17799949645996,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,868.4625854492188,0,15251514
2749,UNKNOWN,39.23329925537109,-70.61669921875,20120304,2012,3,4,0,0,0,XBT: T7 (SIPPICAN),T7,SIPPICAN,773.4700317382812,0,15251521
2750,GREAT BRITAIN,31.07099914550781,-53.70399856567383,20120304,2012,3,4,0,MADRID EXPRESS (Call sign ZCDJ5; built 07/1986; ex-TMM Hermosillo; IMO 8406262),GB012897,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,898.828125,0,15251523
2751,UNITED STATES,30.673999786376957,-70.03199768066406,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,898.8302001953125,0,15251522
2752,UNKNOWN,1.1430000066757202,-22.343000411987305,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,872.0347290039062,0,15251519
2753,UNKNOWN,1.2849999666213991,-22.513999938964844,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,891.6366577148438,0,15251520
2754,UNITED STATES,30.32900047302246,-69.91600036621094,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,224.5874481201172,0,15251525
2755,AUSTRALIA,-30.617000579833984,114.6500015258789,20120304,2012,3,4,0,SWAN RIVER BRIDGE (Cont.ship; call sign 9V8218; built 2010; IMO9550395),AU004794,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,361.3928833007813,0,15251527
2756,FRANCE,-53.77099990844727,144.54249572753906,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.4759521484375,0,15251528
2757,UNITED STATES,30.3129997253418,-69.91000366210939,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,891.0966186523438,0,15251526
2758,UNKNOWN,1.4279999732971191,-22.67799949645996,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,892.8311157226562,0,15251524
2759,UNITED STATES,28.53327560424805,-87.38839721679688,20120304,2012,3,4,US DOC NOAA OFFICE OF OCEAN.AND ATM.RESEARCH;OFFICE OF OCEAN EXPLOR.AND RESEARCH,OKEANOS EXPLORER (R/V;c.s.WTDH;b.1988;comm-d 08.2008;ex.USNS Capable;IMO8835114),US036103,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,748.772216796875,0,16462991
2760,GREAT BRITAIN,31.1879997253418,-53.18199920654297,20120304,2012,3,4,0,MADRID EXPRESS (Call sign ZCDJ5; built 07/1986; ex-TMM Hermosillo; IMO 8406262),GB012897,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,887.5414428710938,0,15251530
2761,UNKNOWN,1.5729999542236328,-22.84700012207031,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,915.9295043945312,0,15251529
2762,FRANCE,-53.5619010925293,144.6199951171875,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.3890380859375,0,15251534
2763,FRANCE,-53.35979843139648,144.69439697265625,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.363525390625,0,15251535
2764,UNITED STATES,29.98900032043457,-69.80100250244139,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,880.3856201171875,0,15251533
2765,UNKNOWN,1.715999960899353,-23.016000747680664,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,899.3615112304688,0,15251531
2766,UNKNOWN,1.85699999332428,-23.18600082397461,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,910.6282958984376,0,15251532
2767,FRANCE,-53.1619987487793,144.7570037841797,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.334716796875,0,15251539
2768,GREAT BRITAIN,31.30100059509277,-52.66600036621094,20120304,2012,3,4,0,MADRID EXPRESS (Call sign ZCDJ5; built 07/1986; ex-TMM Hermosillo; IMO 8406262),GB012897,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,885.7706298828125,0,15251538
2769,UNITED STATES,29.62800025939941,-69.68000030517578,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,899.392822265625,0,15251537
2770,UNKNOWN,2.0050001144409184,-23.354999542236328,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,893.4312133789062,0,15251536
2771,CANADA,47.85829925537109,-52.66830062866211,20120304,2012,3,4,FISH RES BOARD OF CANADA BIOLOGICAL STATION (ST. JOHNS),ANN HARVEY (CCGS Light Icebreaker; call sign CGAH; built 1987;IMO8320468),CA019022,XBT: T10 (SIPPICAN),T10,SIPPICAN,187.51345825195312,0,15324543
2772,UNKNOWN,39.78329849243164,-69.55000305175781,20120304,2012,3,4,0,0,0,XBT: T7 (SIPPICAN),T7,SIPPICAN,773.5307006835938,0,15251541
2773,FRANCE,-52.9542007446289,144.8220977783203,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.2833251953125,0,15656737
2774,UNITED STATES,29.26099967956543,-69.55699920654297,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,839.2173461914062,0,15251542
2775,UNKNOWN,2.1440000534057617,-23.51499938964844,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,918.3223266601562,0,15251540
2776,AUSTRALIA,-29.63330078125,113.9666976928711,20120304,2012,3,4,AUSTRALIAN BUREAU OF METEOROLOGY (ABOM) (MELBOURNE; VICTORIA),SWAN RIVER BRIDGE (Cont.ship; call sign 9V8218; built 2010; IMO9550395),AU004794,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,971.6502075195312,0,15953161
2777,AUSTRALIA,-29.54999923706055,113.93329620361328,20120304,2012,3,4,AUSTRALIAN BUREAU OF METEOROLOGY (ABOM) (MELBOURNE; VICTORIA),SWAN RIVER BRIDGE (Cont.ship; call sign 9V8218; built 2010; IMO9550395),AU004794,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,983.37109375,0,15251543
2778,FRANCE,-52.918701171875,144.83290100097656,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1085.1724853515625,0,15656738
2779,FRANCE,-52.87969970703125,144.843505859375,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1081.91455078125,0,15656739
2780,FRANCE,-52.85900115966797,144.8489990234375,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,824.5314331054688,0,15656740
2781,GREAT BRITAIN,31.417999267578125,-52.14599990844727,20120304,2012,3,4,0,MADRID EXPRESS (Call sign ZCDJ5; built 07/1986; ex-TMM Hermosillo; IMO 8406262),GB012897,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,889.3350219726562,0,15251546
2782,UNITED STATES,28.90500068664551,-69.43800354003906,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,884.5308837890625,0,15251545
2783,UNKNOWN,2.282999992370605,-23.684999465942383,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,916.552734375,0,15251544
2784,AUSTRALIA,-34.94079971313477,115.45850372314452,20120304,2012,3,4,0,HMAS BALLARAT (FFH 155;call sign VKLG;built 05.25.2002;comm-d 06.26.2004),AU004747,XBT: T4 (SIPPICAN),T4,SIPPICAN,545.0059204101561,0,15813711
2785,AUSTRALIA,-34.88719940185547,115.39600372314452,20120304,2012,3,4,0,HMAS BALLARAT (FFH 155;call sign VKLG;built 05.25.2002;comm-d 06.26.2004),AU004747,XBT: T10 (SIPPICAN),T10,SIPPICAN,313.9679260253906,0,15813712
2786,UNITED STATES,28.95564842224121,-87.15436553955078,20120304,2012,3,4,US DOC NOAA OFFICE OF OCEAN.AND ATM.RESEARCH;OFFICE OF OCEAN EXPLOR.AND RESEARCH,OKEANOS EXPLORER (R/V;c.s.WTDH;b.1988;comm-d 08.2008;ex.USNS Capable;IMO8835114),US036103,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,748.7286987304688,0,16462992
2787,CANADA,47.85829925537109,-52.66830062866211,20120304,2012,3,4,FISH RES BOARD OF CANADA BIOLOGICAL STATION (ST. JOHNS),ANN HARVEY (CCGS Light Icebreaker; call sign CGAH; built 1987;IMO8320468),CA019022,XBT: T10 (SIPPICAN),T10,SIPPICAN,135.7882080078125,0,15324544
2788,FRANCE,-52.60039901733398,144.91709899902344,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.2266845703125,0,15251551
2789,FRANCE,-52.52629852294922,144.9355926513672,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.2423095703125,0,15251552
2790,GREAT BRITAIN,31.524999618530277,-51.67399978637695,20120304,2012,3,4,0,MADRID EXPRESS (Call sign ZCDJ5; built 07/1986; ex-TMM Hermosillo; IMO 8406262),GB012897,XBT: FAST DEEP (SIPPICAN),FAST DEEP,SIPPICAN,1258.3426513671875,0,15251550
2791,UNITED STATES,28.54400062561035,-69.31800079345703,20120304,2012,3,4,0,SEA-LAND NAVIGATOR (Cs WPGK;b.1972;ex.American Envoy 1988;rd CSX Navigator 2000),US034286,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,912.4031372070312,0,15251549
2792,UNKNOWN,2.4230000972747803,-23.854999542236328,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,901.1573486328124,0,15251547
2793,UNKNOWN,2.561000108718872,-24.02899932861328,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,898.1914672851562,0,15251548
2794,FRANCE,-52.32770156860352,144.9853973388672,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.2266845703125,0,15251554
2795,UNKNOWN,2.7049999237060547,-24.19799995422364,20120304,2012,3,4,0,MAERSK VILNIUS (Cont.ship;call sign 9V8503;built 2010;IMO9408956),99010472,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,899.3658447265625,0,15251553
2796,CANADA,47.85829925537109,-52.66830062866211,20120304,2012,3,4,FISH RES BOARD OF CANADA BIOLOGICAL STATION (ST. JOHNS),ANN HARVEY (CCGS Light Icebreaker; call sign CGAH; built 1987;IMO8320468),CA019022,XBT: T6 (SIPPICAN),T6,SIPPICAN,292.8334350585937,0,15324545
2797,FRANCE,-52.12530136108398,145.05630493164062,20120304,2012,3,4,0,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!,FR015634,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,1084.2637939453125,0,15251555
2798,GREAT BRITAIN,31.645999908447266,-51.11800003051758,20120304,2012,3,4,0,MADRID EXPRESS (Call sign ZCDJ5; built 07/1986; ex-TMM Hermosillo; IMO 8406262),GB012897,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,901.22509765625,0,15251558
