,country,lat,lon,date,year,month,day,institute,platform,cruise_number,instrument,model,manufacturer,max_depth,imeta_applied,id
6309,UNKNOWN,62.8759994506836,-8.069000244140625,20150514,2015,5,14,0,NORRONA (Call sign OZ2040; built 04.2003; IMO9227390;Faeroe Islands),99011829,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,886.5899658203125,0,16942473
6310,UNKNOWN,4.482999801635742,67.18299865722656,20150514,2015,5,14,0,MANILA EXPRESS (Cont.ship;call sign VRCX7;built 2007;IMO9301859),99011827,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,195.54910278320312,0,16942474
6311,UNKNOWN,-7.686999797821045,120.66300201416016,20150514,2015,5,14,0,OOCL HOUSTON (Container Ship;call sign VRDE7;built 2007;IMO9355757),99011828,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,338.58428955078125,0,16942475
6312,UNITED STATES,37.02299880981445,-125.00399780273438,20150514,2015,5,14,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.297607421875,0,16942472
6313,UNITED STATES,-36.19100189208984,-51.27899932861328,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,881.7903442382812,0,16850731
6314,UNITED STATES,-36.24599838256836,-51.11899948120117,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,879.99365234375,0,16850732
6315,UNKNOWN,62.62699890136719,-7.528999805450439,20150514,2015,5,14,0,NORRONA (Call sign OZ2040; built 04.2003; IMO9227390;Faeroe Islands),99011829,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,898.5379028320312,0,16942477
6316,UNITED STATES,36.92599868774414,-125.33700561523438,20150514,2015,5,14,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.2516479492188,0,16942476
6317,UNITED STATES,-36.29999923706055,-50.96599960327149,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,891.4050903320312,0,16850733
6318,UNKNOWN,62.3759994506836,-6.985000133514403,20150514,2015,5,14,0,NORRONA (Call sign OZ2040; built 04.2003; IMO9227390;Faeroe Islands),99011829,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,884.607666015625,0,16942479
6319,UNKNOWN,49.41669845581055,-127.5167007446289,20150514,2015,5,14,0,0,0,XBT: T7 (SIPPICAN),T7,SIPPICAN,770.74658203125,0,17525956
6320,UNITED STATES,36.82699966430664,-125.67100524902344,20150514,2015,5,14,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.2184448242188,0,16942478
6321,UNITED STATES,-36.3650016784668,-50.78300094604492,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,880.0106811523438,0,16850734
6322,UNITED STATES,-36.41400146484375,-50.63100051879883,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,876.413330078125,0,16850735
6323,UNITED STATES,-36.47700119018555,-50.45100021362305,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,898.0380859375,0,16850736
6324,UNITED STATES,36.72700119018555,-126.00399780273438,20150514,2015,5,14,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.2139892578124,0,16942480
6325,UNITED STATES,36.6259994506836,-126.33700561523438,20150514,2015,5,14,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.26416015625,0,16942481
6326,UNITED STATES,-36.53200149536133,-50.28200149536133,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,898.6283569335938,0,16850737
6327,UNKNOWN,3.6670000553131104,67.90000152587889,20150514,2015,5,14,0,MANILA EXPRESS (Cont.ship;call sign VRCX7;built 2007;IMO9301859),99011827,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,235.945556640625,0,16942483
6328,UNKNOWN,-7.788000106811522,121.62200164794922,20150514,2015,5,14,0,OOCL HOUSTON (Container Ship;call sign VRDE7;built 2007;IMO9355757),99011828,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,461.9067077636719,0,16942484
6329,UNITED STATES,36.52399826049805,-126.67100524902344,20150514,2015,5,14,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.2252197265624,0,16942482
6330,UNITED STATES,-36.58100128173828,-50.12699890136719,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,895.6533813476562,0,16850738
6331,UNITED STATES,-36.63999938964844,-49.95100021362305,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,890.8516235351562,0,16850739
6332,CANADA,47.83399963378906,-52.26399993896485,20150514,2015,5,14,0,TELEOST (CGGS;R/V;c.s.CGCB;b.1988;ex.Atlantic Champion 1995;IMO8714346),CA019813,XBT: T10 (SIPPICAN),T10,SIPPICAN,197.0264892578125,0,16942486
6333,UNITED STATES,36.41999816894531,-127.00399780273438,20150514,2015,5,14,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.2516479492188,0,16942485
6334,UNITED STATES,-36.68199920654297,-49.79100036621094,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,287.62957763671875,0,16850740
6335,UNITED STATES,-36.6870002746582,-49.77199935913086,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,910.0249633789062,0,16850741
6336,UNITED STATES,-36.72600173950195,-49.6150016784668,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,895.0003662109375,0,16850742
6337,CANADA,47.83100128173828,-52.59199905395508,20150514,2015,5,14,0,TELEOST (CGGS;R/V;c.s.CGCB;b.1988;ex.Atlantic Champion 1995;IMO8714346),CA019813,XBT: T10 (SIPPICAN),T10,SIPPICAN,180.5319061279297,0,16942488
6338,UNKNOWN,3.2669999599456787,68.23300170898439,20150514,2015,5,14,0,MANILA EXPRESS (Cont.ship;call sign VRCX7;built 2007;IMO9301859),99011827,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,217.22134399414065,0,16942489
6339,UNITED STATES,36.26300048828125,-127.50399780273438,20150514,2015,5,14,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.2677001953124,0,16942487
6340,UNITED STATES,-36.76800155639648,-49.45700073242188,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,885.995849609375,0,16850743
6341,UNITED STATES,36.10300064086914,-128.00399780273438,20150514,2015,5,14,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.250244140625,0,16942490
6342,UNITED STATES,-36.80500030517578,-49.30199813842773,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,896.1781616210938,0,16850744
6343,UNITED STATES,-36.84400177001953,-49.14799880981445,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,901.5617065429688,0,16850745
6344,UNKNOWN,-7.864999771118164,122.5780029296875,20150514,2015,5,14,0,OOCL HOUSTON (Container Ship;call sign VRDE7;built 2007;IMO9355757),99011828,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,65.29410552978516,0,16942491
6345,UNITED STATES,-36.8849983215332,-48.99399948120117,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,886.5845947265625,0,16850746
6346,UNITED STATES,-36.92499923706055,-48.83700180053711,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,891.3809814453125,0,16850747
6347,UNITED STATES,35.974998474121094,-128.50399780273438,20150514,2015,5,14,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.294189453125,0,16942492
6348,UNITED STATES,-36.96599960327149,-48.68299865722656,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,890.7847900390625,0,16850748
6349,UNITED STATES,-37.00299835205078,-48.52899932861328,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,893.1822509765625,0,16850749
6350,UNITED STATES,35.79399871826172,-129.00399780273438,20150514,2015,5,14,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.2667846679688,0,16942493
6351,UNITED STATES,-37.04600143432617,-48.37799835205078,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,222.35678100585935,0,16850750
6352,UNITED STATES,35.61100006103516,-129.50399780273438,20150514,2015,5,14,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.2161865234376,0,16942494
6353,UNITED STATES,-37.08399963378906,-48.22800064086914,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,899.1759643554688,0,16850751
6354,UNITED STATES,-37.12900161743164,-48.06000137329102,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,899.1845092773438,0,16850752
6355,UNKNOWN,61.821998596191406,-5.97599983215332,20150514,2015,5,14,0,NORRONA (Call sign OZ2040; built 04.2003; IMO9227390;Faeroe Islands),99011829,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,896.5494384765625,0,16942496
6356,UNKNOWN,-7.916999816894531,123.56700134277344,20150514,2015,5,14,0,OOCL HOUSTON (Container Ship;call sign VRDE7;built 2007;IMO9355757),99011828,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,880.43994140625,0,16942497
6357,UNKNOWN,1.8669999837875368,69.46700286865234,20150514,2015,5,14,0,MANILA EXPRESS (Cont.ship;call sign VRCX7;built 2007;IMO9301859),99011827,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,524.0778198242189,0,16942498
6358,UNITED STATES,35.43399810791016,-130.00399780273438,20150514,2015,5,14,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.1865844726562,0,16942495
6359,UNITED STATES,-37.17200088500977,-47.89099884033203,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,896.1888427734375,0,16850753
6360,UNITED STATES,-37.21599960327149,-47.72299957275391,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,899.7869262695312,0,16850754
6361,UNKNOWN,61.7400016784668,-5.5219998359680185,20150514,2015,5,14,0,NORRONA (Call sign OZ2040; built 04.2003; IMO9227390;Faeroe Islands),99011829,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,886.5919799804688,0,16942500
6362,UNKNOWN,61.65800094604492,-5.066999912261963,20150514,2015,5,14,0,NORRONA (Call sign OZ2040; built 04.2003; IMO9227390;Faeroe Islands),99011829,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,886.5913696289062,0,16942501
6363,LIBERIA,-18.15900039672852,178.38900756835938,20150514,2015,5,14,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,E. R. WILHELMSHAVEN (Call sign ELZY3),LR000317,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,973.7568969726562,0,16942499
6364,UNITED STATES,-37.257999420166016,-47.55400085449219,20150514,2015,5,14,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,899.1875,0,16850755
6365,UNKNOWN,61.56800079345703,-4.572999954223633,20150514,2015,5,14,0,NORRONA (Call sign OZ2040; built 04.2003; IMO9227390;Faeroe Islands),99011829,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,886.5906982421875,0,16942505
6366,LIBERIA,-18.22599983215332,178.51600646972656,20150514,2015,5,14,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,E. R. WILHELMSHAVEN (Call sign ELZY3),LR000317,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,973.75048828125,0,16942502
6367,LIBERIA,-18.23500061035156,178.6179962158203,20150514,2015,5,14,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,E. R. WILHELMSHAVEN (Call sign ELZY3),LR000317,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,973.7449951171876,0,16942503
6368,UNITED STATES,35.2599983215332,-130.50300598144528,20150514,2015,5,14,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.1458740234376,0,16942504
6369,UNITED STATES,-37.29800033569336,-47.38299942016602,20150515,2015,5,15,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,900.383056640625,0,16850756
6370,UNITED STATES,-37.34000015258789,-47.21500015258789,20150515,2015,5,15,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,737.779052734375,0,16850757
6371,UNKNOWN,61.49200057983398,-4.1570000648498535,20150515,2015,5,15,0,NORRONA (Call sign OZ2040; built 04.2003; IMO9227390;Faeroe Islands),99011829,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,892.5726318359375,0,16942509
6372,UNKNOWN,1.25,70.0,20150515,2015,5,15,0,MANILA EXPRESS (Cont.ship;call sign VRCX7;built 2007;IMO9301859),99011827,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,417.5910949707031,0,16942510
6373,LIBERIA,-18.25300025939941,178.82200622558594,20150515,2015,5,15,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,E. R. WILHELMSHAVEN (Call sign ELZY3),LR000317,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,973.7501831054688,0,16942506
6374,UNITED STATES,35.08300018310547,-131.00399780273438,20150515,2015,5,15,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.1686401367188,0,16942508
6375,UNITED STATES,35.03400039672852,-131.13999938964844,20150515,2015,5,15,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.1580200195312,0,16942507
6376,UNITED STATES,-37.38600158691406,-47.04399871826172,20150515,2015,5,15,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,892.5933837890625,0,16850758
6377,UNITED STATES,-37.43000030517578,-46.874000549316406,20150515,2015,5,15,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,903.9744873046876,0,16850759
6378,UNKNOWN,61.40800094604492,-3.6949999332427983,20150515,2015,5,15,0,NORRONA (Call sign OZ2040; built 04.2003; IMO9227390;Faeroe Islands),99011829,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,884.6001586914062,0,16942514
6379,UNKNOWN,-7.973000049591064,124.53299713134766,20150515,2015,5,15,0,OOCL HOUSTON (Container Ship;call sign VRDE7;built 2007;IMO9355757),99011828,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,877.465087890625,0,16942515
6380,LIBERIA,-18.2810001373291,179.08799743652344,20150515,2015,5,15,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,E. R. WILHELMSHAVEN (Call sign ELZY3),LR000317,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,973.7579345703124,0,16942511
6381,LIBERIA,-18.288000106811523,179.26300048828125,20150515,2015,5,15,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,E. R. WILHELMSHAVEN (Call sign ELZY3),LR000317,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,973.7588500976562,0,16942512
6382,UNITED STATES,34.902999877929695,-131.50399780273438,20150515,2015,5,15,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.1494140625,0,16942513
6383,UNITED STATES,-37.47299957275391,-46.70399856567383,20150515,2015,5,15,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,890.1949462890625,0,16850760
6384,UNKNOWN,61.24200057983398,-2.79099988937378,20150515,2015,5,15,0,NORRONA (Call sign OZ2040; built 04.2003; IMO9227390;Faeroe Islands),99011829,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,886.5750122070312,0,16942518
6385,UNKNOWN,61.32500076293945,-3.243000030517578,20150515,2015,5,15,0,NORRONA (Call sign OZ2040; built 04.2003; IMO9227390;Faeroe Islands),99011829,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,886.5753173828125,0,16942519
6386,LIBERIA,-18.270000457763672,179.3470001220703,20150515,2015,5,15,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,E. R. WILHELMSHAVEN (Call sign ELZY3),LR000317,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,973.75439453125,0,16942516
6387,LIBERIA,-18.19599914550781,179.42300415039062,20150515,2015,5,15,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,E. R. WILHELMSHAVEN (Call sign ELZY3),LR000317,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,973.7706909179688,0,16942517
6388,UNITED STATES,-37.516998291015625,-46.52999877929688,20150515,2015,5,15,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,904.5714111328124,0,16850761
6389,UNITED STATES,-37.5629997253418,-46.35599899291992,20150515,2015,5,15,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,898.5814208984375,0,16850762
6390,UNKNOWN,61.15900039672852,-2.3410000801086426,20150515,2015,5,15,0,NORRONA (Call sign OZ2040; built 04.2003; IMO9227390;Faeroe Islands),99011829,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,888.564697265625,0,16942524
6391,UNKNOWN,0.5,70.58300018310547,20150515,2015,5,15,0,MANILA EXPRESS (Cont.ship;call sign VRCX7;built 2007;IMO9301859),99011827,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,389.9505615234375,0,16942525
6392,LIBERIA,-18.099000930786133,179.5070037841797,20150515,2015,5,15,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,E. R. WILHELMSHAVEN (Call sign ELZY3),LR000317,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,973.7841796875,0,16942520
6393,LIBERIA,-17.990999221801758,179.60299682617188,20150515,2015,5,15,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,E. R. WILHELMSHAVEN (Call sign ELZY3),LR000317,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,973.7575073242188,0,16942521
6394,UNITED STATES,34.720001220703125,-132.00300598144528,20150515,2015,5,15,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.0908203125,0,16942523
6395,UNITED STATES,34.71200180053711,-132.02499389648438,20150515,2015,5,15,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.094482421875,0,16942522
6396,UNITED STATES,-37.604000091552734,-46.18199920654297,20150515,2015,5,15,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,900.9798583984376,0,16850763
6397,UNKNOWN,61.07400131225586,-1.883000016212464,20150515,2015,5,15,0,NORRONA (Call sign OZ2040; built 04.2003; IMO9227390;Faeroe Islands),99011829,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,890.5537109375,0,16942528
6398,LIBERIA,-17.798999786376953,179.7689971923828,20150515,2015,5,15,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,E. R. WILHELMSHAVEN (Call sign ELZY3),LR000317,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.58935546875,0,16942526
6399,UNITED STATES,34.53400039672852,-132.50399780273438,20150515,2015,5,15,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON ENTERPRISE (Cont.s.;c.s.KRGB;b.1980;comm-d 05.2003;IMO7617905),US036944,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.0886840820312,0,16942527
6400,UNITED STATES,-37.69300079345703,-45.83700180053711,20150515,2015,5,15,0,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444),US036818,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,901.5799560546876,0,16850764
6401,UNKNOWN,60.9900016784668,-1.4290000200271606,20150515,2015,5,15,0,NORRONA (Call sign OZ2040; built 04.2003; IMO9227390;Faeroe Islands),99011829,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,894.5349731445312,0,16942531
